
2020-01-11 15:04:04	GGCADM00001
2020-01-11 15:06:21	GGCADM00001
2020-01-11 15:06:21	GGCRAJ00002:2
2020-01-11 15:06:21	GGCAJA00003:2
2020-01-11 15:06:21	GGCDEM00008:2
2020-01-11 15:06:21	GGCDEM00018:2
2020-01-11 15:06:21	GGCDEM00033:1
2020-01-11 15:06:21	GGCAJA00093:1
2020-01-11 15:06:21	GGCBAL00094:2
2020-01-11 15:06:21	GGCBAL00095:2
2020-01-11 15:06:21	GGCNAT00097:1
2020-01-11 15:06:21	GGCKAR00102:0
2020-01-11 15:06:21	GGCSIV00099:0
2020-01-11 15:06:21	GGCGUR00096:2
2020-01-11 15:06:21	GGCMUR00098:0
2020-01-11 15:06:21	GGCRAM00100:0
2020-01-11 15:06:21	GGCDEM00034:0
2020-01-11 15:06:21	GGCDEM00019:2
2020-01-11 15:06:21	GGCDEM00035:2
2020-01-11 15:06:21	GGCDEM00086:0
2020-01-11 15:06:21	GGCDEM00087:0
2020-01-11 15:06:21	GGCDEM00036:2
2020-01-11 15:06:21	GGCDEM00088:1
2020-01-11 15:06:21	GGCDEM00089:0
2020-01-11 15:06:21	GGCDEM00090:0
2020-01-11 15:06:21	GGCDAD00011:2
2020-01-11 15:06:21	GGCDEM00013:2
2020-01-11 15:06:21	GGCDEM00045:2
2020-01-11 15:06:21	GGCDEM00055:0
2020-01-11 15:06:21	GGCDEM00056:0
2020-01-11 15:06:21	GGCDEM00046:2
2020-01-11 15:06:21	GGCDEM00057:0
2020-01-11 15:06:21	GGCDEM00058:0
2020-01-11 15:06:21	GGCDEM00014:2
2020-01-11 15:06:21	GGCDEM00047:2
2020-01-11 15:06:21	GGCDEM00059:1
2020-01-11 15:06:21	GGCDEM00062:0
2020-01-11 15:06:21	GGCDEM00060:2
2020-01-11 15:06:21	GGCDEM00061:0
2020-01-11 15:06:21	GGCDEM00063:0
2020-01-11 15:06:21	GGCDEM00048:2
2020-01-11 15:06:21	GGCDEM00064:0
2020-01-11 15:06:21	GGCDEM00065:0
2020-01-11 15:06:21	GGCAJA00004:2
2020-01-11 15:06:21	GGCDEM00005:2
2020-01-11 15:06:21	GGCDEM00020:2
2020-01-11 15:06:21	GGCDEM00024:2
2020-01-11 15:06:21	GGCDEM00091:1
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
2020-01-11 15:06:21	GGCDEM00103:2
2020-01-11 15:06:21	GGCDEM00106:0
2020-01-11 15:06:21	GGCDEM00105:0
2020-01-11 15:06:21	GGCDEM00104:4
2020-01-11 15:06:21	GGCDEM00107:0
2020-01-11 15:06:21	GGCDEM00108:2
